query_id,0
7300,"[0 0 1 0 0 1 1 1 1 2 0 1 0 1 1 0 0 2 0 1 0 0 1 1 0 1 0 0 1 0 1 0 0 1 0 1 0
 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 1 0 2 1 0 0 1 1 4 1 1 0
 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 0 0 0 2 0 1 1 0 0 2 1 0
 0 0 1 4 0 2 1 1 1 1 0 0 0 0 4 0 0 0 1 1 1]"
7360,[0 0 0 0 0 0 0 0 0 0 0 0]
7375,"[0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]"
7390,"[0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
7405,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
7450,"[0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 2 1 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 2 0 1 0 0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0
 2 0 0 1 0 2 1 0 0 0 1 0 0 1 1 0 1 0 1 0 1 1 1 2 0]"
7465,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
7480,"[1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
7495,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0]"
7525,"[0 1 1 0 1 0 1 1 1 1 1 1 2 1 0 1 0 0 0 1 1 1 0 2 0 4 1 1 1 0 1 1 1 1 1 2 0
 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 2 0 1 1 1 1 1 1 1 1 0 0 1 0 1 2 0 1 1 1
 0 0 1 1 0 1 1 1 0 2 1 1 1 1 0 0 0 1 1 0 2 0 0 1 0 1 1 1 0 1 0 0 1 1 1 1 0
 0 1 0 0 1 1 0 1 1 0 0 1 1 1 1 0 2 2 0 1 2]"
7540,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0]"
7555,"[1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 2 0 0 2 0 0 0 0 2 0 0 2 1 0 0
 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 2
 0 0 0 0 1 2 0 0 0 0 0]"
7585,"[1 0 2 1 2 0 2 1 0 1 1 1 0 1 1 0 0 1 1 0 0 2 2 0 0 2 1 2 1 0 0 1 2 2 2 2 2
 0 1 0 0 2 0 1 1 0 2 2 1 2 2 1 0 2 1 0 1 0 1 1 0 1 2 1 1 0 2 1 2 2 2 0 1 0
 1 0 1 1 0 0 0 0 1 0 0 1 2]"
7600,"[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]"
7615,"[0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
 2 0 0 0 0 0 1 0 0 0 0 2 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1
 0 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0]"
7690,"[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 2 1 0 0 0 1 0 0 0 0
 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2]"
7705,"[0 1 1 1 1 1 1 1 1 1 0 1 1 0 2 0 1 0 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1
 0 1 1 1 0 1 2 2 1 1 1 0 0 0 2 1 1 2 1 0 0 1 1 1 1 1 0 1 1 0 0 0 0 1 1 1 0
 1 1 0 1 1 1 0 0 1 1 1 0 1 1 4 1 2 1 1 2 0 1 4 1 0 1 1 1 0 1 0 1 1 1 1 1 0
 1 1 1 0 1 1 1 2 1 0 1 2 1 0 0 1 1 1 1 1 0 1 1 0 2 1 1 0 1 1 0]"
7720,"[0 1 0 0 0 2 0 0 0 2 1 1 1 1 0 0 1 0 2 1 0 1 0 1 2 0 1 0 1 1 0 0 1 2 2 0 2
 0 2 0 1 4]"
7735,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
7825,"[0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 1 1
 0 0 0 1 0 1 0 0 0 0 0 0 0 0]"
7855,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
7900,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
7960,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
7990,"[0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 1 2 0 2 1 0 0 0 0 2
 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 1 2 0 0 0 1 1 1 2 2 0 0 1 1 1 0 1 0 0 0
 1 0 0 1 1 1 2 0 1]"
8035,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
8065,"[0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1
 0 0 1 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0
 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
8080,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
 0 0 0 0 0 0 0 0]"
8140,"[0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 1 0 0
 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]"
8155,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0
 1 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0]"
8185,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
8200,"[1 1 0 0 0 0 1 1 0 0 1 1 0 1 1 1 0 0 1 0 1 1 1 1 0 0 1 1 1 2 1 0 1 1 0 0 1
 1 0 0 0 0 0 1 0 1 0 1 1 0 1 1 0 1 0 0 0 2 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0
 0 0 0 1 1 0 1 1 0 1 0 2 0 1 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 0 0 2 1 1 0 0 0
 0 0 0 1 0 0 1 1 0 1 1 0 2 1 0 1 2 1 1 0 0 0 0 0 1 0 1 0 0 1 0 2 1 0 2 1 1
 0 1 0 1]"
8230,"[0 0 0 0 0 1 2 0 2 1 1 0 1 1 0 0 1 0 1 0 1 0 1 1 0 1 0 1 1 1 0 0 0 0 1 1 1
 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0
 0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 2 1 1 1 1 0 1 0 1 0 2 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 1 1
 0]"
8245,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
8260,"[1 0 2 0 1 1 0 2 2 0 0 1 0 0 0 1 0 2 1 2 1 0 0 0 1 1 1 1 0 1 0 0 0 2 2 0 2
 0 2 2 2 0 0 0 2 2]"
8365,"[0 1 2 1 1 0 1 0 2 0 0 1 0 2 1 1 1 1 1 1 0 2 1 0 0 0 0 0 0 0 0 1 1 0 1 2 1
 0 1 0 0 1 0 1 0 1 1 1 2 0 0 2 0 1 0 1 1 1 2 2 1 2 1 0 0 1 0 0 1 0 1 0 1 0
 1 1 2 1 1 1 1 1 0 0 2 0 0 0 2 0 1 0 2 2 0 0 0 1 0 2 1 0 1 0 1 0 0 1 1 0 0
 1 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 1 2 2 0 0 0 2 2 0 0 0 0 0 0 1 0 0 0 2 1 0
 1 1 0 1 1 0]"
8380,"[0 0 1 1 1 1 0 1 1 0 0 0 0 1 0 1 0 1 0 2 1 1 1 2 2 1 1 1 1 1 1 0 0 1 0 0 1
 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 0 2 1 1 0 0 0 1 0 0
 1 1 0 1 1 0 0 1 0 0 1 1 0 1 1 1 0 0 0 1 1 1 0 1 0 0 1 1 1 1 1 1 0 0 1 0 0
 1 1 1 0 1 2 0 1 0 1 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 0 1
 0 1 0 1 0 0 0 1 0 2 2 0 1 0 1 0 0 2 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 2 1
 0 0 1 1 0 2 1 1 1 0]"
8410,"[0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 1 1 0 0 0 0 2 1 0 1 2 1 1 0 0 0 0 0 0
 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 0 2 2 0 0 0 0 0 0
 0 0 1 1 0 0 0 0 0 0 1 0 0 2 0]"
8440,"[0 0 0 1 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 1 0 2 2 1 1
 0 0 0 0 0 0 1 0 1 0 0 0 0 1 2 0 0 1 0 0 0 2 1 0 0 0 1 1 0 0 0 0 1 0]"
8470,"[0 1 1 1 0 0 0 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0
 1 0 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 1 1 0 1 1 0 0 1 0 0
 0 2 2 1 0 1 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 1 1 1 0 0 0 1 0 0 0 1 2 0 0 1
 1 1 1 0 1 2 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 1 0 2 1 1
 1 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0
 1 0 0 1 1 2 0 0 1 0 0 0 1 0 1 1 0 1 0 0 1 0 1 0 2]"
8500,"[1 0 1 0 1 1 0 0 2 2 0 1 2 0 1 1 0 0 0 2 0 0 2 1 0 0 0 0 1 1 1 1 1 0 1 1 0
 0 0 0 0 1 2 0 1 0 2 0 1 1 1 0 1 0 1 0 2 0 1 0 0 1 0 1 1 1 1 0 1 1 0 1 2 0
 0 2 0 1 0 0 0 0 0 1 0 0 0 1 1 2 1 1 2 1 1 1 0 0 1 2 2 1 0 1 1 1 0 2 2 0 1
 0 1 1 1 0 0 0 1 2 0 1 0 2 1 0 0 2 0 0 1 1 4 1 1 1 0 0 1 2 1 0 0]"
8545,"[0 0 0 1 1 0 0 0 0 2 0 1 1 0 0 0 0 0 1 1 0 0 1 0 1 0 2 1 2 2 0 2 0 0 1 2 1
 0 0 1 0 0 0 2 1 0 0 0 1 0 1 0 0 1 1 0 1 0 1 1 2 0 2 0 1 0 0 0 1 0 0 2 1 1
 1 4 0 0 1 0 0 2 2 2 2 1 0 0 0 1 1 2 1 0 1 1 1 0 1 1 2 0 1 2 0 2 0 1 1 1 2
 0 0 1 2 0 0 0 1 1 0 1 0 1 0 0 2 1 0 2 1 1 1 1 1 1]"
8575,"[0 0 2 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0
 0 1 0 0 1 0 0 1 0 1 0 1 0 1 0 0 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 1 0
 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0
 0 0 1 0 1 0 0 0 2 1 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0
 0 1 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0
 0 1 0 0 0 0 0 0 0]"
8590,"[0 0 0 1 0 1 1 1 0 0 1 2 0 0 1 0 1 1 2 1 1 1 1 1 2 2 1 1 0 0 1 4 0 1 0 1 1
 0 1 1 0 1 2 0 1 0 0 2 1 0 1 1 0 1 0 1 0 4 2 0 2 1 0 2 2 1 1 1 0 0 0 0 0 0
 4 1 1 1 0 0 1 1 1 2 0 2 2 2 1 0 0 1 1 0 0 1 2 1 1 0 1 1 4 1 1 1 2 1 0 2 0
 0 2 0 1 0 1 4 1 0 1 0 2 1 2 1 1 0]"
8605,"[0 1 1 0 1 2 1 1 0 1 2 1 0 2 1 2 1 1 1 2 1 2 0 0 1 2 0 1 0 1 0 1 2 1 1 0 2
 0 0 1 2 2 2 1 0 2 2 2 1 1 0 2 1 1 1 2 1 2 2 0 1 0 0 0 0 1 0 1 1 1 1 0 1 2
 1 1 2 1 0 0 2 1 1 1 0 1 0 0 2 1 0 1 0 2 1 0 0 1 1 0 0 2 2 2 0 1 2 2 1 2 2
 2 2 1 1 2 0 1 0 1 1 3 1 1 1 2 1 2 1 2 1 0]"
8620,"[1 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0 1 1 0 1 1 1 1 0 2 1 1 1 1 0 0 1 1 0
 0 1 0 0 0 1 0 0 1 0 1 1 0 1 1 0 0 0 1 1 0 1 1 1 1 0 1 0 1 1 1 0 4 0 2 0 0
 0 1 0 0 0 0 1 0 0 1 1 2 1 1 1 1 0 1 0 0 0 0 0 0 1 1 2 2 1 1 0 1 0 1 0 1 0
 1 1 1 1 0 1 0 0 0 0 1 1 1 1 0 0 1 2 2 0]"
8635,[0 0 0 0 2 0 0 1]
8665,[0 0 0 0]
8695,"[0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 1 0 0 2 1 0 1 0 1 2 1 0 1 1 1 1 0 0 0 2 0 1 1 1 0 0 0 0 0
 0 1 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0
 1 0 0 0 0 0 1 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1
 0 0 0 1 1 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0 1 0
 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1
 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 1 2 0 1 0 0 1 0 0 1 0 1 1 1 0 0 1 0 0 2 0 1 0 0 1 0]"
8770,"[1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0]"
8815,"[1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 1
 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 1 1 1 0
 1 1 0 1 0 1 1 0 0 1 0 0 1 0 1 1 0 1 0 0 0 1 1 0 0 1 1 1 0 0 0 0 1 1 0 1 1
 1 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 0 1]"
8830,"[1 0 0 0 1 0 2 1 0 1 0 0 1 0 0 1 1 0 0 1 1 0 1 0 2 0 0 1 1 2 1 0 0 1 0 2 1
 1 1 1 1 0 0 2 1 2 1 1 1 0 1 1 0 0 1 1 1 0 2 0 0 2 1 1 1 1 0 1 2 0 1 0 0 1
 1 0 2 0 0 0 0 0 0 0 1 1 0 0 1 0 1 2 2 1 1 1 1 1 0 0 2 1 1 1 1 0 1 1 0 0 0
 0 1 1 0 1 0 0 0 1 2 2 0 0 0 0 0 0 2 0 1 1 1 1 0 2 1 1 0]"
8845,"[1 1 1 1 1 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 2 1 1 0 0 1 0 0 2 1 1 0
 0 1 0 0 0 0 2 0 0 1 1 1 0 0 0 1 0 1 2 1 1 0 1 1 1 1 1 1 1 0 0 2 0 0 0 1 1
 1 1 1 1 0 0 1 0 0 2 0 0 0 2 1 1 1 1 0 1 1 1 0 0 0 0 1 1 2 1 0 0 1 0 0 1 1
 0 1 0 1 0 1 0 0 0 0 0 1 2 1 1 1 1 1 2 0 1 0 0 0 0 1 0 1 1 0 1 0 0 1 0 1 1
 1 0 1 0 1 1 0 1 0 1 1 0 0 1 0 0 1 0 0 2 0 1 0 0 1 1 0 0 1 1 0 0 2 1 1 1 1
 0 1 0 0 1 1 0]"
8875,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
8920,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 1 0 0 0 0 0 0]"
8950,"[0 0 1 1 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 1 0
 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0]"
8965,"[0 0 1 0 0 1 0 0 1 0 1 1 1 0 0 1 0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 2 1 1 0 0
 1 1 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 1 1 0 1 0 0 0 1 0 1 1 1 1 0
 1 1 1 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 0
 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1]"
9025,"[0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
 1 0 1 0 0 0 4 4 0 0 0 2 0 0 0 0 4 0 0 0 4 4]"
9040,"[1 0 1 1 0 0 1 0 0 1 1 1 4 4 0 0 0 0 2 3 0 0 1 1 0 0 1 1 0 0 1 0 4 1 1 0 2
 2 0 0 2 2 0 0 1 0 0 0 0 3 0 0 0 0 0 4 0 0 0 0 0 0 4 0 0 0 0 0 0 0]"
